ip.proto,frame.len,src_ip,dst_ip,c2_label,is_SYN,is_ACK,is_RST,is_FIN,is_PSH,is_URG,time_since_last,delta_t_ratio,rolling_mean_delta_t_3,rolling_std_delta_t_3,rolling_mean_delta_t_5,rolling_std_delta_t_5,rolling_mean_delta_t_10,rolling_std_delta_t_10
6,66,0,1,1,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,66,1,0,1,1,1,0,0,0,0,0.000557,1.0,0.0002785,0.000393858477120907,0.0002785,0.000393858477120907,0.0002785,0.000393858477120907
6,54,0,1,1,0,1,0,0,0,0,5.000000000000002e-05,0.08976660682226216,0.00020233333333333334,0.00030816608076382013,0.00020233333333333334,0.00030816608076382013,0.00020233333333333334,0.00030816608076382013
6,293,0,1,1,0,1,0,0,1,0,0.0007300000000000001,14.599999999999994,0.0004456666666666667,0.00035340675337821903,0.00033425,0.0003645804666553965,0.00033425,0.0003645804666553965
6,60,1,0,1,0,1,0,0,0,0,0.0002149999999999999,0.2945205479452053,0.0003316666666666667,0.00035469470440553994,0.0003104,0.00032020821351114653,0.0003104,0.00032020821351114653
6,1514,1,0,1,0,1,0,0,0,0,0.0026140000000000004,12.158139534883729,0.0011863333333333335,0.0012629253078996136,0.0008332000000000001,0.0010312321271178475,0.0006943333333333334,0.0009830846691240114
6,95,1,0,1,0,1,0,0,1,0,0.0,0.0,0.0009430000000000002,0.00145111577760012,0.0007218000000000001,0.0010965451199107133,0.0005951428571428572,0.0009350138017825243
6,54,0,1,1,0,1,0,0,0,0,3.799999999999984e-05,1.0,0.0008840000000000001,0.0014983444196846067,0.0007194,0.0010983946467458773,0.0005255,0.000887783113796865
6,118,0,1,1,0,1,0,0,1,0,0.001196,31.47368421052645,0.00041133333333333327,0.000679806835309365,0.0008126000000000001,0.0011190941872782651,0.0006000000000000001,0.0008599949127756514
6,728,0,1,1,0,1,0,0,1,0,0.00031099999999999964,0.2600334448160532,0.0005149999999999998,0.0006053536156660839,0.0008317999999999999,0.0011070366750925646,0.0005711,0.0008159451847057158
6,60,1,0,1,0,1,0,0,0,0,0.00021200000000000038,0.6816720257234746,0.000573,0.0005417997785160129,0.0003514,0.0004889057168820997,0.0005923,0.0008020946258945319
6,431,1,0,1,0,1,0,0,1,0,0.004861,22.929245283018826,0.0017946666666666666,0.0026559838729430067,0.0013235999999999999,0.0020275145622165084,0.0010227,0.0015690872824671036
6,515,0,1,1,0,1,0,0,1,0,0.0028839999999999994,0.5932935609956798,0.002652333333333333,0.0023331421588350188,0.0018928,0.001975183459833541,0.0013061,0.0016286821837165027
6,66,0,1,1,1,0,0,0,0,0,0.008235,2.8554091539528437,0.005326666666666666,0.0027057225159526858,0.0033006,0.0033702323807120477,0.0020566,0.0027063446524376337
6,66,1,0,1,1,1,0,0,0,0,0.0003590000000000017,0.04359441408621757,0.0038259999999999995,0.004021612487547749,0.0033102,0.0033596393705277346,0.002071,0.00269581968569446
6,54,0,1,1,0,1,0,0,0,0,3.599999999999784e-05,0.10027855153202694,0.0028766666666666663,0.0046432622511907865,0.0032749999999999993,0.0034008842232572394,0.0018131999999999996,0.002760611075669862
6,293,0,1,1,0,1,0,0,1,0,0.003863000000000002,107.30555555556205,0.0014193333333333339,0.0021224307605510577,0.0030754000000000003,0.003312672682291445,0.0021995,0.0027489486980379323
6,60,1,0,1,0,1,0,0,0,0,0.0002610000000000008,0.06756406937613271,0.001386666666666667,0.00214751631736137,0.0025508,0.0035497672036346266,0.0022218000000000003,0.0027303072191808583
6,1514,1,0,1,0,1,0,0,0,0,0.0025679999999999974,9.839080459770074,0.002230666666666667,0.001824540033360007,0.0014173999999999999,0.0017081113254117837,0.002359,0.002707408519024953
6,95,1,0,1,0,1,0,0,1,0,0.0,0.0,0.0009429999999999994,0.0014133290487356428,0.0013455999999999995,0.001770142169431597,0.0023279,0.002735191500506764
6,54,0,1,1,0,1,0,0,0,0,3.100000000000325e-05,1.0,0.0008663333333333335,0.0014737680731150774,0.0013446000000000007,0.0017710681240426629,0.0023098,0.0027513005732642958
6,118,0,1,1,0,1,0,0,1,0,0.0009879999999999993,31.870967741932123,0.00033966666666666753,0.0005616870421625682,0.0007696000000000002,0.00108148384176556,0.0019225,0.0026218190144333842
6,1262,0,1,1,0,1,0,0,1,0,0.0014949999999999963,1.5131578947368394,0.0008379999999999997,0.0007434372872004721,0.0010163999999999993,0.0010771965001799785,0.0017835999999999998,0.00260193851665339
6,1097,0,1,1,0,1,0,0,1,0,9.699999999999986e-05,0.06488294314381278,0.0008599999999999985,0.0007077351199424824,0.0005221999999999998,0.0006815560872004563,0.0009697999999999998,0.001313693250175076
6,60,1,0,1,0,1,0,0,0,0,0.00028800000000000353,2.969072164948494,0.0006266666666666665,0.0007580384774754718,0.0005798000000000004,0.000637111214781215,0.0009627,0.001317547388985391
6,157,1,0,1,0,1,0,0,1,0,0.0009769999999999987,3.392361111111065,0.0004540000000000007,0.00046288983570607923,0.0007689999999999995,0.0005703608506901542,0.0010568,0.001276987061624179
6,78,0,1,1,0,1,0,0,1,0,0.0175,17.911975435005143,0.006255000000000001,0.009744547141863496,0.0040714,0.007527456695325454,0.0024205,0.005360177800740901
6,54,0,1,1,0,1,0,1,0,0,0.0003490000000000021,0.01994285714285726,0.006275333333333334,0.009725916529218897,0.0038422000000000013,0.007642090335765471,0.0024293,0.005356309385512878
6,78,1,0,1,0,1,0,0,1,0,0.002228999999999995,6.386819484240635,0.006692666666666666,0.00940651052906089,0.0042686,0.007437623699811655,0.0023954,0.005356406780669296
6,60,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0008593333333333323,0.0011989329978498986,0.0042109999999999995,0.00747716801335907,0.0023954,0.005356406780669296
