ip.proto,frame.len,src_ip,dst_ip,c2_label,is_SYN,is_ACK,is_RST,is_FIN,is_PSH,is_URG,time_since_last,delta_t_ratio,rolling_mean_delta_t_3,rolling_std_delta_t_3,rolling_mean_delta_t_5,rolling_std_delta_t_5,rolling_mean_delta_t_10,rolling_std_delta_t_10
6,66,0,1,1,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,66,1,0,1,1,1,0,0,0,0,0.000602,1.0,0.000301,0.0004256782822743016,0.000301,0.0004256782822743016,0.000301,0.0004256782822743016
6,54,0,1,1,0,1,0,0,0,0,4.100000000000002e-05,0.06810631229235883,0.00021433333333333333,0.00033635447571473364,0.00021433333333333333,0.00033635447571473364,0.00021433333333333333,0.00033635447571473364
6,207,0,1,1,0,1,0,0,1,0,0.004729,115.34146341463408,0.0017906666666666668,0.0025600844387116085,0.001343,0.002273978158792794,0.001343,0.002273978158792794
6,60,1,0,1,0,1,0,0,0,0,0.0002310000000000003,0.04884753647705653,0.001667,0.0026534709344554724,0.0011206,0.002031142855635713,0.0011206,0.002031142855635713
6,1304,1,0,1,0,1,0,0,1,0,0.0019419999999999993,8.406926406926393,0.0023006666666666666,0.0022703485048188817,0.001509,0.001947231753027872,0.0012575,0.0018473989011580578
6,147,0,1,1,0,1,0,0,1,0,0.0023759999999999996,1.2234809474768282,0.001516333333333333,0.0011340856816543152,0.0018637999999999999,0.0019017407026195763,0.0014172857142857142,0.001738617047568336
6,296,1,0,1,0,1,0,0,1,0,0.0011150000000000014,0.46927609427609496,0.0018110000000000001,0.0006406254756095788,0.0020786000000000003,0.001693655602535533,0.0013795,0.001613190715852991
6,426,0,1,1,0,1,0,0,1,0,0.028279999999999996,25.363228699551534,0.010590333333333332,0.015332669706653609,0.006788799999999999,0.012041934009950394,0.004368444444444444,0.009092919568421232
6,60,1,0,1,0,1,0,0,0,0,0.042842,1.514922206506365,0.024079,0.02117833640775403,0.015311,0.019194541698097405,0.008215799999999999,0.014883408061029271
6,181,1,0,1,0,1,0,0,1,0,0.016477000000000006,0.38459922505952115,0.029199666666666665,0.013206538014685507,0.018218,0.01770662216516747,0.0098635,0.014784531790955631
6,1514,1,0,1,0,1,0,0,0,0,0.0,0.0,0.019773000000000002,0.02161034365760989,0.0177428,0.018261266103422293,0.0098033,0.014827596014414024
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.005492333333333335,0.00951300038543747,0.017519800000000002,0.018520056241815252,0.0097992,0.01483060069810615
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.011863800000000002,0.018729520420982488,0.0093263,0.015083476986792901
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0032954000000000026,0.0073687384130528095,0.009303200000000001,0.01509912269563294
6,1514,1,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.009109,0.015216353352013528
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0088714,0.015351122790640864
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0087599,0.015417624881572677
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0059319,0.01396445534164827
6,1514,1,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0016477000000000006,0.005210484900659441
6,54,0,1,1,0,1,0,0,0,0,8.800000000000474e-05,1.0,2.9333333333334915e-05,5.080682368895805e-05,1.7600000000002335e-05,3.935479640365599e-05,8.800000000000475e-06,2.7828043409375837e-05
6,1514,1,0,1,0,1,0,0,0,0,0.0002839999999999926,3.227272727272469,0.0001239999999999991,0.00014538225476318076,7.440000000000086e-05,0.00012321038917223172,3.719999999999973e-05,9.101990014395776e-05
6,1514,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0001239999999999991,0.00014538225476318076,7.440000000000086e-05,0.00012321038917223172,3.719999999999973e-05,9.101990014395776e-05
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,9.466666666666419e-05,0.0001639674764499336,7.440000000000086e-05,0.00012321038917223172,3.719999999999973e-05,9.101990014395776e-05
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,7.440000000000086e-05,0.00012321038917223172,3.719999999999973e-05,9.101990014395776e-05
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,5.6799999999999903e-05,0.00012700866112187997,3.719999999999973e-05,9.101990014395776e-05
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.719999999999973e-05,9.101990014395776e-05
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.719999999999973e-05,9.101990014395776e-05
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.719999999999973e-05,9.101990014395776e-05
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.719999999999973e-05,9.101990014395776e-05
6,1514,1,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,2.839999999999926e-05,8.980868554874693e-05
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,272,1,0,1,0,1,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,54,0,1,1,0,1,0,0,0,0,6.40000000000085e-05,1.0,2.1333333333336164e-05,3.6950417228509266e-05,1.2800000000003086e-05,2.862167011152948e-05,6.400000000000849e-06,2.023857702493233e-05
6,54,0,1,1,0,1,0,1,0,0,0.0007739999999999969,12.093749999998346,0.00027933333333333515,0.0004295873989461964,0.00016760000000000247,0.00034011880277334415,8.380000000000055e-05,0.00024334420067056024
6,60,1,0,1,0,1,0,0,0,0,0.0002360000000000001,0.30490956072351555,0.0003580000000000018,0.00037038898471745236,0.00021480000000000248,0.0003271745711389766,0.00010740000000000055,0.0002457461201230847
6,66,0,1,1,1,0,0,0,0,0,5.077951,21516.741525423717,1.6929869999999998,2.9314648272379116,1.0158049999999998,2.270808668026877,0.5079024999999999,1.6057513825207776
6,66,1,0,1,1,1,0,0,0,0,0.0003869999999999152,7.621184213867271e-05,1.692858,2.9315765331450927,1.0158824,2.2707653948552897,0.5079412,1.6057377861373534
6,54,0,1,1,0,1,0,0,0,0,3.799999999998249e-05,0.09819121447026051,1.6927919999999999,2.9316336950429194,1.0158771999999998,2.270768302633868,0.507945,1.6057364505710283
6,383,0,1,1,0,1,0,0,1,0,0.0002589999999997872,6.81578947368175,0.00022799999999989495,0.00017655311409764263,1.0157741999999998,2.270825868789965,0.5079708999999999,1.6057273493167754
6,60,1,0,1,0,1,0,0,0,0,0.0002080000000006521,0.8030888030919808,0.00016833333333347392,0.00011571661691794381,1.0157686,2.2708289992990003,0.5079917,1.605720039460944
6,163,1,0,1,0,1,0,0,1,0,0.0002729999999999677,1.3124999999957299,0.0002466666666668023,3.4210165607559105e-05,0.00023300000000006093,0.00012712396052732658,0.508019,1.6057104453842923
6,417,0,1,1,0,1,0,0,1,0,0.0011609999999997456,4.252747252746824,0.0005473333333334551,0.0005324437392162263,0.000387800000000027,0.00044223715508750935,0.5081351,1.6056696734715776
6,181,1,0,1,0,1,0,0,1,0,0.03903600000000029,33.62273901809547,0.013490000000000002,0.022127939872525607,0.00818740000000009,0.01724945286962276,0.5120323,1.604346240825011
6,1514,1,0,1,0,1,0,0,0,0,0.0,0.0,0.013399000000000013,0.022209880841690892,0.008135600000000132,0.017279576623903035,0.5119549,1.6043736649498286
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.013012000000000098,0.022537445108132936,0.008094,0.017303666995794238,0.5119313,1.6043820303056149
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.008039400000000007,0.017334917473162043,0.004136200000000034,0.012267444719911726
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.007807200000000058,0.01745742991397468,0.004097500000000043,0.012281189195517284
6,1514,1,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.004093700000000045,0.012282590633832616
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.004067800000000066,0.012291844819521657
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.004047,0.012299275751056861
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.004019700000000004,0.012308882682865056
6,1514,1,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.003903600000000029,0.012344267074254962
6,54,0,1,1,0,1,0,0,0,0,0.00011199999999966792,1.0,3.733333333322264e-05,6.466324636767157e-05,2.2399999999933585e-05,5.008793607610892e-05,1.1199999999966792e-05,3.5417517332458213e-05
6,1514,1,0,1,0,1,0,0,0,0,0.000396000000000285,3.535714285727314,0.00016933333333331765,0.00020413068223791122,0.00010159999999999058,0.00017157156332081705,5.079999999999529e-05,0.0001262948951225192
6,1514,1,0,1,0,1,0,0,0,0,0.0,0.0,0.00016933333333331765,0.00020413068223791122,0.00010159999999999058,0.00017157156332081705,5.079999999999529e-05,0.0001262948951225192
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.000132000000000095,0.00022863071118634352,0.00010159999999999058,0.00017157156332081705,5.079999999999529e-05,0.0001262948951225192
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.00010159999999999058,0.00017157156332081705,5.079999999999529e-05,0.0001262948951225192
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,7.9200000000057e-05,0.0001770965876022854,5.079999999999529e-05,0.0001262948951225192
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,5.079999999999529e-05,0.0001262948951225192
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,5.079999999999529e-05,0.0001262948951225192
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,5.079999999999529e-05,0.0001262948951225192
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,5.079999999999529e-05,0.0001262948951225192
6,1514,1,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,3.96000000000285e-05,0.000125226197474876
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1514,1,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1514,1,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,54,0,1,1,0,1,0,0,0,0,9.399999999981645e-05,1.0,3.133333333327215e-05,5.427094462803705e-05,1.879999999996329e-05,4.20380939193911e-05,9.399999999981645e-06,2.9725418987787127e-05
6,1514,1,0,1,0,1,0,0,0,0,0.00022400000000022402,2.382978723411292,0.00010600000000001349,0.00011248111884901629,6.360000000000809e-05,9.8472337945018e-05,3.1800000000004046e-05,7.371085010290059e-05
6,1514,1,0,1,0,1,0,0,0,0,0.0,0.0,0.00010600000000001349,0.00011248111884901629,6.360000000000809e-05,9.8472337945018e-05,3.1800000000004046e-05,7.371085010290059e-05
6,449,1,0,1,0,1,0,1,1,0,0.0,1.0,7.466666666674134e-05,0.00012932646840791936,6.360000000000809e-05,9.8472337945018e-05,3.1800000000004046e-05,7.371085010290059e-05
6,54,0,1,1,0,1,0,0,0,0,2.0000000000131024e-05,1.0,6.666666666710341e-06,1.154709620781893e-05,6.76000000000343e-05,9.560753809376686e-05,3.380000000001715e-05,7.302024438166404e-05
6,54,0,1,1,0,1,0,1,0,0,0.0004039999999996269,20.19999999984901,0.00014133333333325263,0.00022769570797605612,0.00012959999999999637,0.00018014661068206707,7.419999999997983e-05,0.00013645170281322358
6,60,1,0,1,0,1,0,0,0,0,0.00025099999999955713,0.6212871287123489,0.0002249999999997717,0.00019331580922778442,0.000134999999999863,0.0001840461934955348,9.929999999993555e-05,0.00014415427877623332
6,66,0,1,1,1,0,0,0,0,0,0.19837900000000008,790.3545816747016,0.06634466666666643,0.11434511242871509,0.03981079999999988,0.08864247750768998,0.019937199999999943,0.06269821354145128
6,66,1,0,1,1,1,0,0,0,0,0.00038800000000005497,0.001955852181934856,0.06633933333333324,0.1143497261576759,0.03988839999999989,0.08859907241219472,0.01997599999999995,0.06268462336171873
6,54,0,1,1,0,1,0,0,0,0,3.6000000000591115e-05,0.09278350515614953,0.0662676666666669,0.11441190616511639,0.039891599999999985,0.08859727273624914,0.019979600000000007,0.06268334968395142
6,383,0,1,1,0,1,0,0,1,0,0.00027599999999949887,7.666666666526861,0.00023333333333338166,0.00017983696901573726,0.03986599999999996,0.0886115524043074,0.019997799999999975,0.06267696050349035
6,60,1,0,1,0,1,0,0,0,0,0.000236000000000125,0.8550724637701214,0.00018266666666673834,0.0001285820182792569,0.03986300000000007,0.08861322913087699,0.019998999999999968,0.06267653996690274
6,163,1,0,1,0,1,0,0,1,0,0.00017599999999973193,0.7457627118628759,0.0002293333333331186,5.033225034595906e-05,0.00022240000000000036,0.00012978752382461104,0.02001659999999994,0.06267032453012866
6,492,0,1,1,0,1,0,0,1,0,0.0009060000000005175,5.147727272738054,0.00043933333333345814,0.00040525712260883813,0.00032600000000009287,0.00033674916680012776,0.020107199999999992,0.06263881904627229
6,1695,0,1,1,0,1,0,0,1,0,0.0001660000000001105,0.18322295805741246,0.00041600000000012,0.00042438190594305954,0.00035199999999999674,0.00031293769562108407,0.02012179999999999,0.06263363365690354
6,60,1,0,1,0,1,0,0,0,0,0.0004819999999998714,2.903614457828618,0.0005180000000001664,0.0003713111930601416,0.00039320000000007125,0.0003139891739225461,0.020129600000000015,0.06263091008653154
6,221,1,0,1,0,1,0,0,1,0,0.021717999999999904,45.05809128631888,0.007455333333333296,0.012352842156177017,0.004689600000000027,0.009523936623126774,0.022276300000000047,0.06224053623028856
6,455,1,0,1,0,1,0,1,1,0,0.0,0.0,0.007399999999999925,0.012402093533032699,0.004654400000000081,0.009545090926823844,0.0024384000000000406,0.006779126315428452
6,54,0,1,1,0,1,0,0,0,0,5.9000000000253294e-05,1.0,0.007259000000000053,0.012521896062581287,0.004485000000000028,0.009635335489817437,0.0024055000000000604,0.006790970823288573
6,54,0,1,1,0,1,0,1,0,0,0.00044199999999960937,7.491525423690031,0.0001669999999999542,0.00023997708659665562,0.0045401999999999275,0.009605149827115474,0.0024460999999999624,0.0067764287620546565
6,60,1,0,1,0,1,0,0,0,0,0.0018419999999998993,4.167420814483093,0.0007809999999999206,0.000938596293457112,0.004812199999999933,0.009479939198187723,0.002602700000000002,0.006738696280973147
6,66,0,1,1,1,0,0,0,0,0,4.006981000000001,2175.342562432258,1.3364216666666666,2.3127723309137758,0.8018648,1.791714579583953,0.40327720000000006,1.2662301049873996
6,66,1,0,1,1,1,0,0,0,0,0.00044199999999960937,0.00011030748586020481,1.3364216666666666,2.3127723309137758,0.8019532,1.7916651365826433,0.40330380000000005,1.2662206988089315
6,54,0,1,1,0,1,0,0,0,0,3.899999999923409e-05,0.08823529411599222,1.3358206666666665,2.3132927150238336,0.8019491999999998,1.7916673744497615,0.4032170999999999,1.2662513423107906
6,383,0,1,1,0,1,0,0,1,0,0.00023499999999998522,6.025641025758982,0.00023866666666627623,0.00020152502905770162,0.8019077999999998,1.7916905271928805,0.4032239999999999,1.2662489021764687
6,60,1,0,1,0,1,0,0,0,0,0.0003100000000006986,1.3191489361732684,0.00019466666666663932,0.000139929758582198,0.8016014,1.791861675755219,0.4032068,1.2662549817930566
6,163,1,0,1,0,1,0,0,1,0,0.0003329999999994726,1.0741935483829748,0.0002926666666667188,5.124780323660376e-05,0.00027179999999979996,0.00014976882483710586,0.40106829999999993,1.2669886859365096
6,417,0,1,1,0,1,0,0,1,0,0.001020000000000465,3.0630630630693108,0.0005543333333335454,0.0004034431029730414,0.0003873999999999711,0.00037206894642425063,0.4011703,1.266952850549876
6,181,1,0,1,0,1,0,0,1,0,0.020497000000000654,20.095098039207166,0.00728333333333353,0.011448525334615798,0.004479000000000255,0.008959944447422387,0.4032141,1.2662501878823555
6,927,1,0,1,0,1,0,1,1,0,0.0,0.0,0.0071723333333337065,0.011550764318318349,0.004432000000000258,0.008988343534873112,0.4031699000000001,1.2662658168880703
6,54,0,1,1,0,1,0,0,0,0,7.699999999921658e-05,1.0,0.006857999999999957,0.011811783227100456,0.004385399999999961,0.009015619241122512,0.4029934,1.266328093450702
6,54,0,1,1,0,1,0,1,0,0,0.0005380000000005936,6.987012987091783,0.0002049999999999367,0.00029094501886724953,0.004426400000000186,0.008993020866254909,0.002349099999999993,0.006383478439654548
6,60,1,0,1,0,1,0,0,0,0,0.0002729999999999677,0.5074349442372984,0.00029599999999992593,0.00023135903700439577,0.004277000000000086,0.009069637065555445,0.0023322000000000286,0.006389309453261309
6,66,0,1,1,1,0,0,0,0,0,6.007612,22005.904761907364,2.002807666666667,3.468262292383656,1.2017,2.6865864895088527,0.6030895000000001,1.8989662185271723
6,66,1,0,1,1,1,0,0,0,0,0.0003820000000001045,6.358599723152968e-05,2.002755666666667,3.468307323601865,1.2017764,2.686543777811242,0.6031042000000001,1.8989610338343674
6,54,0,1,1,0,1,0,0,0,0,4.7999999999603915e-05,0.12565445026070887,2.0026806666666666,3.4683722790994245,1.2017706000000001,2.686547020788171,0.603078,1.8989702764665792
6,383,0,1,1,0,1,0,0,1,0,0.00027099999999968816,5.6458333333734245,0.00023366666666646552,0.00017010095432970704,1.2017171999999998,2.6865768691246674,0.6030718,1.8989724631427973
6,60,1,0,1,0,1,0,0,0,0,0.000204000000000093,0.7527675276764861,0.00017433333333312836,0.00011442174034606509,1.2017034,2.6865845835359066,0.6029902,1.8990012254919575
